company_name,rank,website,policy_url
Pacific Life ,298,http://www.pacificlife.com,https://www.pacificlife.com/home/privacy-and-other-policies/online-privacy-policy.html
CenterPoint Energy ,299,http://www.centerpointenergy.com,https://www.centerpointenergy.com/en-us/corporate/legal/privacy-policy
Discovery ,300,http://www.discovery.com,https://corporate.discovery.com/privacy-policy/
BorgWarner ,301,http://www.borgwarner.com,https://www.borgwarner.com/legal/website-privacy-policy
Targa Resources ,302,http://www.targaresources.com,"None
"
Ally Financial ,303,http://www.ally.com,https://www.ally.com/privacy/
SunTrust Banks ,304,http://www.suntrust.com,"https://www.suntrust.com/privacy
"
IQVIA Holdings ,305,http://www.iqvia.com,https://www.iqvia.com/about-us/privacy/online-privacy-policy
American Family Insurance Group ,306,http://www.amfam.com,http://www.amfam.com/privacy-security
Delek US Holdings ,307,http://www.delekus.com,https://www.delekus.com/privacy-policy-2/
Navistar International ,308,http://www.navistar.com,http://www.navistar.com/navistar/privacypolicy
Chesapeake Energy ,309,http://www.chk.com,http://www.chk.com/privacy
United Natural Foods ,310,http://www.unfi.com,https://www.unfi.com/privacy
Leidos Holdings ,311,http://www.leidos.com,http://www.leidos.com/privacy
PulteGroup ,312,http://www.pultegroupinc.com,https://www.pulte.com/privacy-policy
Eastman Chemical ,313,http://www.eastman.com,https://www.eastman.com/privacy/Documents/Fair-Processing-English.pdf
Republic Services ,314,http://www.republicservices.com,"https://www.republicservices.com/cms/documents/RepublicServicesWebsitePrivacyPolicy_Jan12020.pdf
"
Mohawk Industries ,315,http://www.mohawkind.com,http://www.mohawkind.com/privacy-policy.php
Sonic Automotive ,316,http://www.sonicautomotive.com,http://www.sonicautomotive.com/privacy.htm
Owens & Minor ,317,http://www.owens-minor.com,http://www.owens-minor.com/globalassets/docs/privacy-for-web-statement_omi1-2019.pdf
Xerox ,318,http://www.xerox.com,https://www.xerox.com/en-us/about/privacy-policy
Boston Scientific ,319,http://www.bostonscientific.com,https://www.bostonscientific.com/en-US/privacy-policy.html
DCP Midstream ,320,http://www.dcpmidstream.com,"https://www.dcpmidstream.com/privacy-policy
"
Autoliv ,321,http://www.autoliv.com,http://www.autoliv.com/site-services/privacy-policy
Interpublic Group ,322,http://www.interpublic.com,https://www.interpublic.com/privacy-policy/
Public Service Enterprise Group ,323,http://www.pseg.com,"https://corporate.pseg.com/websitetermsandconditions
"
PVH ,324,http://www.pvh.com,http://www.pvh.com/privacy-policy
Mosaic ,325,http://www.mosaicco.com,http://www.mosaicco.com/privacy_policy.htm
Advance Auto Parts ,326,http://www.advanceautoparts.com,"https://shop.advanceautoparts.com/o/privacy-notice
"
Altice USA ,327,http://www.alticeusa.com,"https://www.alticeusa.com/terms-use
"
Hormel Foods ,328,http://www.hormelfoods.com,https://www.hormelfoods.com/privacy-policy/
O’Reilly Automotive ,329,http://www.oreillyauto.com,"https://www.oreillyauto.com/legal-policies#privacy-policy
"
Calpine ,330,http://www.calpine.com,http://www.calpine.com/privacy
Hertz Global Holdings ,331,http://www.hertz.com,https://www.hertz.com/rentacar/privacypolicy/index.jsp?targetPage=privacyPolicyView.jsp
First Data ,332,http://www.firstdata.com,"https://www.firstdata.com/en_us/privacy.html
"
Pioneer Natural Resources ,333,http://www.pxd.com,"https://www.pxd.com/legal/privacy-gdpr
"
Coty ,334,http://www.coty.com,http://www.coty.com/terms-use
AGCO ,335,http://www.agcocorp.com,http://www.agcocorp.com/content/dam/agcocorp/Privacy/AGCO%20Enterpsie%20(and%20NA)%20Privacy%20Policy%20(NA)%2012-18-2019.pdf
Mutual of Omaha Insurance ,336,http://www.mutualofomaha.com,http://www.mutualofomaha.com/legal-services
Vistra Energy ,337,http://www.vistraenergy.com,"https://www.vistraenergy.com/privacy-policy/
"
Avis Budget Group ,338,http://www.avisbudgetgroup.com,http://www.avisbudgetgroup.com/privacy-notice/
Adobe ,339,http://www.adobe.com,"https://www.adobe.com/privacy/policy.html
"
Peter Kiewit Sons’ ,340,http://www.kiewit.com,http://www.kiewit.com/info/privacy-statement/
News Corp. ,341,http://www.newscorp.com,https://newscorp.com/privacy-policy/
Brighthouse Financial ,342,http://www.brighthousefinancial.com,http://www.brighthousefinancial.com/privacy-policy/
Voya Financial ,343,http://www.voya.com,http://www.voya.com/privacy-notice
Air Products & Chemicals ,344,http://www.airproducts.com,http://www.airproducts.com/privacy-notice.aspx
Hilton Worldwide Holdings ,345,http://www.hilton.com,https://hiltonhonors3.hilton.com/en/policy/global-privacy-statement/index.html
GameStop ,346,http://www.gamestop.com,https://www.gamestop.com/privacypolicy.html
Veritiv ,347,http://www.veritivcorp.com,http://www.veritivcorp.com/privacy-policy
Williams ,348,http://www.williams.com,https://www.williams.com/privacy-policy/
Campbell Soup ,349,http://www.campbellsoupcompany.com,https://www.campbellsoupcompany.com/privacy-policy/
Rockwell Collins ,350,http://www.collinsaerospace.com,http://www.collinsaerospace.com/privacy-policy
Thrivent Financial for Lutherans ,351,http://www.thrivent.com,https://www.thrivent.com/privacy-and-security/internet-privacy-policy.html
Westlake Chemical ,352,http://www.westlake.com,http://www.westlake.com/privacy-policy
Univar ,353,http://www.univarsolutions.com,https://www.univarsolutions.com/privacy-policy/
J.B. Hunt Transport Services ,354,http://www.jbhunt.com,http://www.jbhunt.com/privacy/
Frontier Communications ,355,http://www.frontier.com,http://www.frontier.com/~/media/corporate/policies/privacy-policy.ashx
Jones Financial (Edward Jones) ,356,http://www.edwardjones.com,https://www.edwardjones.com/privacy/online-privacy-policy.html
National Oilwell Varco ,357,http://www.nov.com,https://www.nov.com:443/privacy-policy
Eversource Energy ,358,http://www.eversource.com,"https://www.eversource.com/content/general/about/legal-statements
"
Dick’s Sporting Goods ,359,http://www.dickssportinggoods.com,http://www.dickssportinggoods.com/s/privacy-policy
Genworth Financial ,360,http://www.genworth.com,https://www.genworth.com/online-privacy-policy.html
Fidelity National Information Services ,361,http://www.fisglobal.com,https://www.fisglobal.com/-/media/fisglobal/files/policies/privacy/online-privacy-notice/english.pdf
Yum China Holdings ,362,http://ir.yumchina.com,http://www.yumchina.com/statement
Ryder System ,363,http://www.ryder.com,http://www.ryder.com/privacy-policy
Anixter International ,364,http://www.anixter.com,http://www.anixter.com/en_us/privacy-policy.html
Caesars Entertainment ,365,http://www.caesars.com,https://www.caesars.com/corporate/corporate-social-responsibility/play/privacy
Masco ,366,http://www.masco.com,http://masco.com/privacy-policy/
Thor Industries ,367,http://www.thorindustries.com,http://www.thorindustries.com/privacy-policy
Alaska Air Group ,368,http://www.alaskaair.com,https://www.alaskaair.com/content/legal/privacy-policy?lid=footer:privacypolicy
Amphenol ,369,http://www.amphenol.com,http://www.amphenol.com/privacy-policy
WESCO International ,370,http://www.wesco.com,http://www.wesco.com/privacy-policy/
Huntington Ingalls Industries ,371,http://www.huntingtoningalls.com,http://www.huntingtoningalls.com/disclaimer-privacy-policy/
Jefferies Financial Group ,372,http://www.jefferies.com,http://www.jefferies.com/cmsfiles/jefferies.com/files/policies/jefferies-website-privacy-notice.pdf
Dana ,373,http://www.dana.com,http://www.dana.com/privacy-notice/
Expeditors Intl. of Washington ,374,http://www.expeditors.com,https://web.expeditors.com/legal/
EMCOR Group ,375,http://www.emcorgroup.com,https://www.emcorgroup.com/privacy-policy
Darden Restaurants ,376,http://www.darden.com,"https://www.darden.com/privacy-notice
"
SpartanNash ,377,http://www.spartannash.com,http://www.spartannash.com/privacy
Assurant ,378,http://www.assurant.com,"https://www.assurant.com/privacypolicy
"
United Rentals ,379,http://www.unitedrentals.com,http://www.unitedrentals.com/included-content/legal/privacy
Liberty Media ,380,http://www.libertymedia.com,http://www.libertymedia.com/privacy.html
Erie Insurance Group ,381,http://www.erieinsurance.com,https://www.erieinsurance.com/privacy-notice
Auto-Owners Insurance ,382,http://www.auto-owners.com,"https://www.auto-owners.com/privacy
"
Cheniere Energy ,383,http://www.cheniere.com,http://www.cheniere.com/privacy-policy/
Fifth Third Bancorp ,384,http://www.53.com,http://www.53.com/content/fifth-third/en/privacy-security.html
Foot Locker ,385,http://www.footlocker-inc.com,http://www.footlocker-inc.com/content/flinc-aem-site/en/privacy-statement.html
Conagra Brands ,386,http://www.conagrabrands.com,http://www.conagrabrands.com/privacy-policy
Zimmer Biomet Holdings ,387,http://www.zimmerbiomet.com,http://www.zimmerbiomet.com/privacy-policy.html
Tractor Supply ,388,http://www.tractorsupply.com,http://www.tractorsupply.com/policies-information_customer-solutions_tsc-privacy-policy
Berry Global Group ,389,http://www.berryglobal.com,http://www.berryglobal.com/privacy
Alliance Data Systems ,390,http://www.alliancedata.com,https://www.alliancedata.com/privacy-policy/default.aspx
Hershey ,391,http://www.thehersheycompany.com,http://www.thehersheycompany.com/en_us/home/privacy-policy.html
PPL ,392,http://www.pplweb.com,https://www.pplweb.com/privacy-policy/
Dean Foods ,393,http://www.deanfoods.com,http://www.deanfoods.com/privacy-policy/
Builders FirstSource ,394,http://www.bldr.com,"https://www.bldr.com/bfs-terms
"
Oshkosh ,395,http://www.oshkoshcorporation.com,http://www.oshkoshcorporation.com/en/privacy-policy
EnLink Midstream ,396,http://www.enlink.com,http://www.enlink.com/privacy-policy/
W.R. Berkley ,397,http://www.wrberkley.com,http://www.wrberkley.com/privacy
WEC Energy Group ,398,http://www.wecenergygroup.com,http://www.wecenergygroup.com/home/privacy-policy.htm
JetBlue Airways ,399,http://www.jetblue.com,"https://www.jetblue.com/legal/privacy
"
UGI ,400,http://www.ugicorp.com,http://www.ugicorp.com/privacy-policy/default.aspx
A-Mark Precious Metals ,401,http://www.amark.com,http://www.amark.com/privacy
Fidelity National Financial ,402,http://www.fnf.com,https://www.fnf.com/uploads/0/fckupload/file/privacy.pdf
Constellation Brands ,403,http://www.cbrands.com,https://www.cbrands.com/privacy-policy
Quest Diagnostics ,404,http://www.questdiagnostics.com,http://www.questdiagnostics.com/home/privacy/privacy-notice/
Activision Blizzard ,405,http://www.activisionblizzard.com,http://www.activisionblizzard.com/legal/privacy-policy
Weyerhaeuser ,406,http://www.weyerhaeuser.com,https://www.weyerhaeuser.com/privacy/privacy-policy/
Raymond James Financial ,407,http://www.raymondjames.com,https://policies.google.com/privacy
Casey’s General Stores ,408,http://www.caseys.com,http://www.caseys.com/privacy-policy
Keurig Dr Pepper ,409,http://www.keurigdrpepper.com,https://www.keurig.com/content/privacy-policy?showcontentonly=1
American Tower ,410,http://www.americantower.com,http://www.americantower.com/privacy/index.html
Apache ,411,http://www.apachecorp.com,http://www.apachecorp.com/Legal/Privacy_policy/United_States.aspx
Dover ,412,http://www.dovercorporation.com,http://www.dovercorporation.com/privacy-policy
KeyCorp ,413,http://www.key.com,http://www.key.com/about/misc/online-privacy-statement.jsp
J.M. Smucker ,414,http://www.jmsmucker.com,http://www.jmsmucker.com/privacy-policy
Citizens Financial Group ,415,http://www.citizensbank.com,"https://www.citizensbank.com/account-safeguards/privacy.aspx
"
Motorola Solutions ,416,http://www.motorolasolutions.com,http://www.motorolasolutions.com/en_xp/about/privacy-policy.html
Magellan Health ,417,http://www.magellanhealth.com,"https://www.magellanhealth.com/privacy-policy/
"
American Axle & Manufacturing ,418,http://www.aam.com,http://www.adroll.com/about/privacy
Newmont Goldcorp ,419,http://www.newmontgoldcorp.com,http://www.newmontgoldcorp.com/privacy-policy/
Spirit AeroSystems Holdings ,420,http://www.spiritaero.com,https://www.spiritaero.com/privacy-policy
Western & Southern Financial Group ,421,http://www.westernsouthern.com,https://www.westernsouthern.com/privacy-policy
Fortive ,422,http://www.fortive.com,https://fortive.com/sites/default/files/inline-files/fortive%20corp%20ccpa%20public%20facing%20privacy%20notice%20%2820191218bis%29.pdf
Graybar Electric ,423,http://www.graybar.com,"https://www.graybar.com/store/en/gb/cm/company/legal/privacy-policy
"
NVR ,424,http://www.nvrinc.com,http://www.nvrinc.com/privacy-policy
Avery Dennison ,425,http://www.averydennison.com,http://www.averydennison.com/en/home/legal-and-privacy-notices.html
Celanese ,426,http://www.celanese.com,http://www.celanese.com/privacy-policy.aspx
American Financial Group ,427,http://www.afginc.com,https://www.greatamericaninsurancegroup.com/contact/privacy
Toll Brothers ,428,http://www.tollbrothers.com,http://www.tollbrothers.com/privacy
Sanmina ,429,http://www.sanmina.com,https://www.sanmina.com/company-profile/privacy-policy/
Insight Enterprises ,430,http://www.insight.com,https://www.insight.com/en_US/help/privacy-policy.html
Owens Corning ,431,http://www.owenscorning.com,http://www.owenscorning.com/privacy-policy
Packaging Corp. of America ,432,http://www.packagingcorp.com,https://www.packagingcorp.com/privacy-policy
TravelCenters of America ,433,http://www.ta-petro.com,http://www.ta-petro.com/privacy-policy/
Olin ,434,http://www.olin.com,https://www.olin.com/privacy/
Arthur J. Gallagher ,435,http://www.ajg.com,https://www.ajg.com/us/privacy-policy/
MasTec ,436,http://www.mastec.com,http://www.mastec.com/privacy/
Alleghany ,437,http://www.alleghany.com,https://www.alleghany.com/privacy-policy/default.aspx
Owens-Illinois ,438,http://www.o-i.com,"https://www.o-i.com/legal/privacy/
"
Asbury Automotive Group ,439,http://www.asburyauto.com,"https://asburyauto.jobs.net/en-us/privacy-policy
"
CMS Energy ,440,http://www.cmsenergy.com,https://www.cmsenergy.com/privacy-statement/default.aspx
Markel ,441,http://www.markelcorp.com,http://www.markelcorp.com/privacy-policy
Blackstone Group ,442,http://www.blackstone.com,http://www.blackstone.com/privacy
AK Steel Holding ,443,http://www.aksteel.com,http://www.aksteel.com/privacy-policy
Hanesbrands ,444,http://www.hanes.com,https://www.hanes.com/shop/hanes/PrivacySecurity
R.R. Donnelley & Sons ,445,http://www.rrd.com,http://www.rrd.com/privacy-policy
Wayfair ,446,http://www.wayfair.com,https://www.wayfair.com//customerservice/general_info.php#privacy
Regions Financial ,447,http://www.regions.com,https://www.regions.com/about-regions/privacy-security/online-privacy-notice
Wynn Resorts ,448,http://www.wynnresorts.com,https://www.wynnlasvegas.com/privacy-policy
Ulta Beauty ,449,http://www.ulta.com,https://www.ulta.com/ulta/common/privacyPolicy.jsp
Regeneron Pharmaceuticals ,450,http://www.regeneron.com,http://www.regeneron.com/privacy-policy
Burlington Stores ,451,http://www.burlingtoninvestors.com,https://www.burlington.com/others/privacypolicy.aspx
Rockwell Automation ,452,http://www.rockwellautomation.com,https://www.rockwellautomation.com/en_NA/detail.page?pagetitle=privacy-and-cookies-policy&content_type=legal&docid=2a08b7b7fdd23bc2f17895f25bd46657
Northern Trust ,453,http://www.northerntrust.com,https://cdn.northerntrust.com/pws/nt/documents/legal/us-privacy-notice.pdf
Chemours ,454,http://www.chemours.com,https://www.chemours.com/en/-/media/files/corporate/privacy-statement-en-us.pdf
Seaboard ,455,http://www.seaboardcorp.com,"https://seaboardfoods.com/pages/privacy-policy.aspx
"
Marathon Oil ,456,http://www.marathonoil.com,http://www.marathonoil.com/privacy/
Ascena Retail Group ,457,http://www.ascenaretail.com,None 
Dillard’s ,458,http://www.dillards.com,http://www.dillards.com/privacy
Cintas ,459,http://www.cintas.com,"https://www.cintas.com/privacy/general-privacy/
"
Advanced Micro Devices ,460,http://www.amd.com,http://www.amd.com/en/corporate/privacy
Hess ,461,http://www.hess.com,http://www.hess.com/utility-pages/privacy-policy
M&T Bank Corp. ,462,http://www.mtb.com,http://www.mtb.com/help-center/policies/privacy-policy
ABM Industries ,463,http://www.abm.com,https://www.abm.com/privacy-policy/
Beacon Roofing Supply ,464,http://www.becn.com,http://www.becn.com/privacy-policy-and-cookie-notice
NCR ,465,http://www.ncr.com,https://www.ncr.com/privacy
iHeartMedia ,466,http://www.iheartmedia.com,http://www.iheartmedia.com/privacy-statement
Franklin Resources ,467,http://www.franklinresources.com,http://www.franklinresources.com/resources/help-legal/privacy
Ameren ,468,http://www.ameren.com,"https://www.ameren.com/privacy#956900d9-82a7-4996-a751-846d476b5af6
"
Intercontinental Exchange ,469,http://www.theice.com,https://www.intercontinentalexchange.com/privacy-policy
S&P Global ,470,http://www.spglobal.com,https://www.spglobal.com/corporate-privacy-policy
Post Holdings ,471,http://www.postholdings.com,http://www.postholdings.com/content/privacy-policy
Analog Devices ,472,http://www.analog.com,https://www.analog.com/en/about-adi/landing-pages/001/privacy_security_statement.html
Ralph Lauren ,473,http://www.ralphlauren.com,http://www.ralphlauren.com/customerservice?cid=cs-privacy-notice
L3Harris Technologies ,474,http://www.harris.com,http://www.harris.com/privacy-policy
Booz Allen Hamilton ,475,http://www.boozallen.com,https://www.boozallen.com/tools/footer-navigation/privacy-policy.html
Polaris Industries ,476,http://www.polaris.com,http://www.polaris.com/en-us/privacy/
Clorox ,477,http://www.thecloroxcompany.com,https://www.thecloroxcompany.com/privacy/
Realogy Holdings ,478,http://www.realogy.com,http://www.realogy.com/links/privacy-statement
HD Supply Holdings ,479,http://www.hdsupply.com,"https://hdsupply.com/privacy-compliance/
"
Graphic Packaging Holding ,480,http://www.graphicpkg.com,https://www.graphicpkg.com/privacy-policy/
Old Republic International ,481,http://www.oldrepublic.com,"https://www.oldrepublicinsurancegroup.com/privacy-policy
"
Intuit ,482,http://www.intuit.com,https://www.intuit.com/privacy/statement/
NetApp ,483,http://www.netapp.com,https://www.netapp.com/us/legal/privacypolicy/index.aspx
Tapestry ,484,http://www.tapestry.com,https://www.tapestry.com/privacy-statement
ON Semiconductor ,485,http://www.onsemi.com,https://www.onsemi.com/PowerSolutions/content.do?id=1109
Ingredion ,486,http://www.ingredion.com,"https://www.ingredion.us/legal/privacy.html
"
Zoetis ,487,http://www.zoetis.com,http://www.zoetis.com/privacy-policy.aspx
Fiserv ,488,http://www.fiserv.com,http://www.fiserv.com/en/about-fiserv/privacy-notice.html
TreeHouse Foods ,489,http://www.treehousefoods.com,https://www.treehousefoods.com/privacy-policy/default.aspx
Robert Half International ,490,http://www.roberthalf.com,https://www.roberthalf.com/privacy-policy
First American Financial ,491,http://www.firstam.com,"https://www.firstam.com/privacy-policy/index.html
"
Harley-Davidson ,492,http://www.harley-davidson.com,"https://www.harley-davidson.com/us/en/footer/utility/privacy-policy.html
"
Windstream Holdings ,493,http://www.windstream.com,http://www.windstream.com/about/legal/privacy-policy
Yum Brands ,494,http://www.yum.com,https://www.yum.com/wps/portal/yumbrands/Yumbrands/footer-pages/privacy-policy
Williams-Sonoma ,495,http://www.williams-sonomainc.com,http://www.williams-sonomainc.com/privacy/
Simon Property Group ,496,http://www.simon.com,https://www.simon.com/legal/privacy
Navient ,497,http://www.navient.com,https://www.navient.com/Navient-Online-Consumer-Information-Privacy-Policy
Western Union ,498,http://www.westernunion.com,http://www.westernunion.com/vn/en/legal/privacy-statement.html
Peabody Energy ,499,http://www.peabodyenergy.com,http://www.peabodyenergy.com/privacy
Levi Strauss ,500,http://www.levistrauss.com,https://www.levi.com/us/en_us/cms/privacy_policy
